table;question;ex_correct;correct_index;correct_any;agg_wrong;sel_wrong;conds_wrong
2-18177740-2;What years did Alvin Mitchell play?;1.0;1.0;1.0;0.0;0.0;0.0
2-18177740-2;Who is the player on a team from the 1970s?;1.0;1.0;1.0;0.0;0.0;0.0
2-18177740-2;What team does Oliver Dobbins play for?;1.0;1.0;1.0;0.0;0.0;0.0
2-17717526-8;Who was the opponent in the mallorca 2, spain tournament?;1.0;1.0;1.0;0.0;0.0;0.0
2-17717526-8;When was varvara lepchenko the opponent?;0.0;-1.0;0.0;0.0;1.0;0.0
2-18156085-1;For the total of 288 what was the to par?;1.0;1.0;1.0;0.0;0.0;0.0
2-18156085-1;What year did the United States win with a total of 278?;1.0;1.0;1.0;0.0;0.0;0.0
2-18156085-1;What was the lowest total with a finish of t47?;1.0;1.0;1.0;0.0;0.0;0.0
2-18156085-1;What is the to par when the total is larger than 288?;1.0;1.0;1.0;0.0;0.0;0.0
2-17829169-2;What is the rank for total less than 5, 1 bronze and less than 1 silver?;1.0;1.0;1.0;0.0;0.0;0.0
2-17829169-2;What is the most possible bronze medals when rank is more than 11 and there are fewer than 0 gold medals?;1.0;1.0;1.0;0.0;0.0;0.0
2-17829169-2;What is the least total when there are more than 2 golds and fewer than 0 silver?;1.0;1.0;1.0;0.0;0.0;0.0
2-18338043-4;Which visitor has a record of 2-4?;1.0;1.0;1.0;0.0;0.0;0.0
2-18338043-4;What is the record on April 28?;1.0;1.0;1.0;0.0;0.0;0.0
2-18338043-4;What is the score for the Chicago Black Hawks game with a record of 2-1?;0.0;-1.0;0.0;0.0;1.0;1.0
2-1825751-10;What's the latest year with a hometown of san carlos, pangasinan?;1.0;1.0;1.0;0.0;0.0;0.0
2-1825751-10;What are the other awards for 1995?;1.0;1.0;1.0;0.0;0.0;0.0
2-1825751-10;What's the latest year that daisy garcia reyes did not place in miss world?;0.0;-1.0;0.0;0.0;1.0;1.0
2-18178534-9;Which venue had an against smaller than 7?;1.0;1.0;1.0;0.0;0.0;0.0
2-18178534-9;What day was Australia the opposing team and the against 12?;0.0;-1.0;0.0;0.0;1.0;1.0
2-18178534-9;What day was Wales the opposing team?;0.0;-1.0;0.0;0.0;1.0;0.0
2-18138953-3;What is the amount of money with a score of 67-71-70-71=279?;0.0;-1.0;0.0;1.0;1.0;0.0
2-18138953-3;What is Dave Rummells's to par?;1.0;1.0;1.0;0.0;0.0;0.0
2-18138953-3;What is the to par number with a score of 67-66-71-71=275?;1.0;1.0;1.0;0.0;0.0;0.0
2-18138953-3;What country is Steve Jones from?;1.0;1.0;1.0;0.0;0.0;0.0
2-18043055-5;Who was the opponent of Anand in the match with 20 moves that opened with E15 Queen's Indian Defence?;0.0;-1.0;0.0;0.0;1.0;1.0
2-17921347-3;"What is Points, when Points For is ""points for""?";1.0;1.0;1.0;0.0;0.0;0.0
2-17921347-3;"What is Drawn, when Played is ""18"", and when Points Against is ""478""?";1.0;1.0;1.0;0.0;0.0;0.0
2-17921347-3;"What is Points For, when Losing Bonus is ""2"", when Lost is ""8"", and when Club is ""Rhyl And District RFC""?";0.0;-1.0;0.0;0.0;1.0;1.0
2-17921347-3;"What is Lost, when Points For is ""205""?";1.0;1.0;1.0;0.0;0.0;0.0
2-17921347-3;"What is Played, when Tries Against is ""63""?";1.0;1.0;1.0;0.0;0.0;0.0
2-17921347-3;"What is Try Bonus, when Tries For is ""39""?";1.0;1.0;1.0;0.0;0.0;0.0
2-17993994-2;What Week 2 has a Week 4 of piret aava?;0.0;-1.0;0.0;0.0;1.0;0.0
2-17993994-2;What Week 2 has a Week 3 of casey mae?;1.0;1.0;1.0;0.0;0.0;0.0
2-17993994-2;What Week 2 has a Week 1 of crystal beddows?;1.0;1.0;1.0;0.0;0.0;0.0
2-17993994-2;What Week 3 has a Week 4 of gina blair?;0.0;-1.0;0.0;0.0;1.0;0.0
2-17993994-2;What Week 5 has a Week 1 of mysti sherwood?;1.0;1.0;1.0;0.0;0.0;0.0
2-17993994-2;What Week 4 has a Week 2 of samantha speer?;1.0;1.0;1.0;0.0;0.0;0.0
2-1827767-1;Which 2nd Party has a Election of 1857?;1.0;1.0;1.0;0.0;0.0;0.0
2-1827767-1;Which 2nd Party has a Election of 1857?;1.0;1.0;1.0;0.0;0.0;0.0
2-1827767-1;Which 1st Party has a 1st Member of sir john tyssen tyrell, bt, and a 2nd Party of conservative, and a 2nd Member of john payne elwes?;0.0;-1.0;0.0;0.0;1.0;1.0
2-1827767-1;Which Election has a 2nd Member of reform act 1867 : constituency abolished?;1.0;1.0;1.0;0.0;0.0;0.0
2-1827767-1;which 1st Member has a Election of 1832;1.0;1.0;1.0;0.0;0.0;0.0
2-1827767-1;Which 2nd Member has a 1st Party of conservative and a Election of 1865?;0.0;-1.0;0.0;0.0;1.0;1.0
2-17634886-2;Who is moving from Treviso with a loan return?;0.0;-1.0;0.0;0.0;1.0;1.0
2-17634886-2;What is the nationality of Acquafresca?;1.0;1.0;1.0;0.0;0.0;0.0
2-17634886-2;What is the type if the transfer window is summer and the moving from category is free agent?;1.0;1.0;1.0;0.0;0.0;0.0
2-17634886-2;What is the transfer window for the moving from of São Paulo?;1.0;1.0;1.0;0.0;0.0;0.0
2-17634886-2;What is the moving from with a transfer and the nationality of Bra?;0.0;-1.0;0.0;0.0;1.0;1.0
2-17634886-2;What is the end date for Maaroufi?;1.0;1.0;1.0;0.0;0.0;0.0
2-17946785-1;The game played on October 2, 1966 had what result?;1.0;1.0;1.0;0.0;0.0;0.0
2-17946785-1;Who was the game played against on October 9, 1966?;1.0;1.0;1.0;0.0;0.0;0.0
2-17946785-1;What is the maximum week that 69,372 people attended the game?;1.0;1.0;1.0;0.0;0.0;0.0
2-17946785-1;What is the date of the game played after week 4 with 60,658 people in attendance?;1.0;1.0;1.0;0.0;0.0;0.0
2-18327118-1;What is the total capacity for the city of Trogir?;1.0;1.0;1.0;0.0;0.0;0.0
2-17857470-3;What party established in 1797 won an election in 2007?;0.0;-1.0;0.0;0.0;1.0;1.0
2-18223552-6;What date has a H/A of A, more than 23,327 in attendance, and opponents of everton?;0.0;-1.0;0.0;0.0;1.0;1.0
2-18243389-9;What Played has a Lost smaller than 3, and a Drawn smaller than 0?;1.0;1.0;1.0;0.0;0.0;0.0
2-18243389-9;What is the largest % Won with a Lost smaller than 0?;1.0;1.0;1.0;0.0;0.0;0.0
2-18243389-9;What is the total of Against with % Won larger than 100?;1.0;1.0;1.0;0.0;0.0;0.0
2-18243389-9;What is the smallest Against with Lost larger than 0, % Won larger than 50, and Played smaller than 5?;1.0;1.0;1.0;0.0;0.0;0.0
2-18243389-9;What is the Lost with Against smaller than 25, and Played smaller than 1?;1.0;1.0;1.0;0.0;0.0;0.0
2-1821694-1;What is the largest height when the prominence is 3,118?;1.0;1.0;1.0;0.0;0.0;0.0
2-17751827-1;What is the Tie number of when Wigan Athletic was the away team?;1.0;1.0;1.0;0.0;0.0;0.0
2-17751827-1;Name the team with a tie number of 6.;0.0;-1.0;0.0;0.0;1.0;0.0
2-18264771-1;What ship was built by Palmers Shipbuilding and Iron Company for the Royal Navy?;0.0;-1.0;0.0;0.0;1.0;1.0
2-18264771-1;What is the class/type at Trieste?;0.0;-1.0;0.0;0.0;1.0;0.0
2-18264771-1;What is the country of Palmers Shipbuilding and Iron Company?;0.0;-1.0;0.0;0.0;1.0;1.0
2-18264771-1;In what country is Aberdeen?;0.0;-1.0;0.0;0.0;1.0;0.0
2-1772230-1;Which Number of households has a Median household income of $32,806, and a Population larger than 11,291?;1.0;1.0;1.0;0.0;0.0;0.0
2-1772230-1;Which County has a Number of households larger than 14,391, a Population larger than 17,415, and a Median household income of $32,700?;1.0;1.0;1.0;0.0;0.0;0.0
2-1772230-1;Which County has a Number of households larger than 17,741, and a Median family income of $37,072?;1.0;1.0;1.0;0.0;0.0;0.0
2-1772230-1;Which County has a Median household income of $37,230?;1.0;1.0;1.0;0.0;0.0;0.0
2-1772230-1;Which Population has a County of mississippi, and a Number of households smaller than 17,741?;1.0;1.0;1.0;0.0;0.0;0.0
2-18228282-7;Count the average Height which has a Position of pf, and a Year born (Age) on april 1, 1981 (age32)?;0.0;-1.0;0.0;0.0;1.0;1.0
2-18228282-7;Which Height has a Position of c, and a Player of yiannis bourousis?;1.0;1.0;1.0;0.0;0.0;0.0
2-17968303-5;Which 2005–06 Pts has a Team of estudiantes (lp), and a 2006–07 Pts smaller than 81?;0.0;-1.0;0.0;1.0;1.0;1.0
2-17968303-5;Which 2006–07 Pts has a 2005–06 Pts smaller than 51, a Team of huracán, and a 2007–08 Pts larger than 52?;1.0;1.0;1.0;0.0;0.0;0.0
2-17968303-5;Which 2007–08 Pts has a Total Pts smaller than 173, a Total Pld larger than 38, a Team of banfield, and a 2005–06 Pts smaller than 59?;0.0;-1.0;0.0;1.0;1.0;1.0
2-17968303-5;Which 2006–07 Pts has a 2007–08 Pts of 53, and a 2005–06 Pts larger than 51?;1.0;1.0;1.0;0.0;0.0;0.0
2-18229846-1;What is the map reference number for Lake Superior with a larger population than 65,216;0.0;-1.0;0.0;0.0;1.0;1.0
2-18229846-1;What is the average map reference number for Lake Michigan, a larger rank than 15, and a smaller population on 2007 than 114,504;1.0;1.0;1.0;0.0;0.0;0.0
2-18229846-1;What is the lowest rank with a smaller population in 2007 than 117,201 and whose map reference number is 22?;0.0;-1.0;0.0;0.0;1.0;1.0
2-18330817-4;Which Outcome has a Score in the final of 1–6, 6–4, 7–5?;1.0;1.0;1.0;0.0;0.0;0.0
2-18330817-4;Which Outcome has a Score in the final of 4–6, 5–7?;1.0;1.0;1.0;0.0;0.0;0.0
2-18330817-4;Which Opponents in the final has a Partner of olga lugina?;1.0;1.0;1.0;0.0;0.0;0.0
2-18330817-4;Which Outcome has a Score in the final of 3–6, 1–6?;1.0;1.0;1.0;0.0;0.0;0.0
2-18066655-1;What rank is He Yingqin who was born before 1890?;0.0;-1.0;0.0;1.0;1.0;1.0
2-18066655-1;What year is the death for a birth of 1873 and higher than rank 28?;0.0;-1.0;0.0;1.0;1.0;1.0
2-18066655-1;What is the name with a death in 2001?;0.0;-1.0;0.0;0.0;1.0;0.0
2-17785996-1;What is the 1st round result for ECAC Chaumont (D2) as team 1?;1.0;1.0;1.0;0.0;0.0;0.0
2-17785996-1;Which team 1 played against team 2 of Tours FC (D2)?;1.0;1.0;1.0;0.0;0.0;0.0
2-17785996-1;Which is team 2 when team 1 is ECAC Chaumont (d2)?;1.0;1.0;1.0;0.0;0.0;0.0
2-18012738-2;Which Written by has a Code of 1.2 1.3?;1.0;1.0;1.0;0.0;0.0;0.0
2-17832-1;What is the highest crude death rate when deaths are 3 433 and average population is greater than 298?;1.0;1.0;1.0;0.0;0.0;0.0
2-17832-1;How many live births where the crude birth rate is lore than 15.7, average population is less than 297 and deaths are al 4 686?;0.0;-1.0;0.0;1.0;1.0;1.0
2-17832-1;What is the national change where crude birth rate is less than 11.4, crude death rate is more than 12.1 and deaths are 4 376?;0.0;-1.0;0.0;0.0;1.0;1.0
2-17832-1;What is the average population when deaths are 3 557 and crude death date is less than 11.9?;1.0;1.0;1.0;0.0;0.0;0.0
2-17832-1;What is the natural change when crude death rate is more than 13.2, deaths are 4 321 and natural change is 10.6?;0.0;-1.0;0.0;0.0;1.0;1.0
2-17861219-1;In what week(s) did the Broncos go up against the Cleveland Browns?;1.0;1.0;1.0;0.0;0.0;0.0
2-17861219-1;What week was the December 24, 1994 game?;1.0;1.0;1.0;0.0;0.0;0.0
2-18259953-5;Which Nationality has a Round smaller than 3?;1.0;1.0;1.0;0.0;0.0;0.0
2-18259953-5;Which Position has a Round larger than 4, and a Player of patrick johnson?;1.0;1.0;1.0;0.0;0.0;0.0
2-18259953-5;Which Nationality has a Round of 4?;1.0;1.0;1.0;0.0;0.0;0.0
2-18259953-5;Which Player has a Round smaller than 4, and a College/junior/club team (league) of usa u-18?;1.0;1.0;1.0;0.0;0.0;0.0
2-17989297-2;What team 2 has lokomotiva as team 1?;1.0;1.0;1.0;0.0;0.0;0.0
2-17989297-2;What team 1 has sloga jugomagnat as team 2?;1.0;1.0;1.0;0.0;0.0;0.0
2-17989297-2;What 2nd leg has pelister as team 1?;1.0;1.0;1.0;0.0;0.0;0.0
2-17989297-2;What 1st leg has 11 oktomvri as team 2?;1.0;1.0;1.0;0.0;0.0;0.0
2-18178534-10;What is the total against on 15/10/1999?;1.0;1.0;1.0;0.0;0.0;0.0
2-18178534-10;What status is on 21/08/1999?;1.0;1.0;1.0;0.0;0.0;0.0
2-18178534-10;What opposing teams playing on 11/04/1999?;1.0;1.0;1.0;0.0;0.0;0.0
2-18146388-1;What co-singer has sukhwinder singh as the composer?;1.0;1.0;1.0;0.0;0.0;0.0
2-17918213-1;What is the away when the home is 3-2, and the season is 1959-60?;1.0;1.0;1.0;0.0;0.0;0.0
2-17918213-1;What team has a league of bundesliga, and an away of 3-2?;1.0;1.0;1.0;0.0;0.0;0.0
2-17918213-1;What teams has a home of 5-0?;1.0;1.0;1.0;0.0;0.0;0.0
2-17918213-1;What teams has a home of 1-0, in the season 1988-89?;1.0;1.0;1.0;0.0;0.0;0.0
2-18044375-5;What is the score of player brian watts, who has a to par of 5?;1.0;1.0;1.0;0.0;0.0;0.0
2-18044375-5;What is the highest to par of player len mattiace, who has a t7 place and a score of 73-74=147?;1.0;1.0;1.0;0.0;0.0;0.0
2-18044375-5;What is the place of the player from the United States with a score of 74-72=146?;1.0;1.0;1.0;0.0;0.0;0.0
2-18044375-5;What country has a 76-71=147 score?;1.0;1.0;1.0;0.0;0.0;0.0
2-18018248-1;What is the most draws when less than 154 goals were conceded, and less than 36 games played?;1.0;1.0;1.0;0.0;0.0;0.0
2-18018248-1;What is the maximum goals score with less than 13 wins, greater than 86 goals were conceded, and more than 32 games lost?;1.0;1.0;1.0;0.0;0.0;0.0
2-18018248-1;How many games have been played when there are 13 wins and 45 goals were conceded?;1.0;1.0;1.0;0.0;0.0;0.0
2-17798548-1;What is Character Kerry Vincent's Tenure?;1.0;1.0;1.0;0.0;0.0;0.0
2-17798548-1;What Rodger Corser Episode has a Rank of senior sergeant?;0.0;-1.0;0.0;0.0;1.0;1.0
2-17798548-1;What Character has a Rank of intelligence officer?;1.0;1.0;1.0;0.0;0.0;0.0
2-17798548-1;What is the Rank of the Character with Tenure of 2011?;1.0;1.0;1.0;0.0;0.0;0.0
2-17798548-1;What Actor/Actress a Tenure of 2008–2011 played Stella Dagostino?;0.0;-1.0;0.0;0.0;1.0;1.0
2-17798548-1;What is Jolene Anderson's Rank?;1.0;1.0;1.0;0.0;0.0;0.0
2-18225689-3;What neon has an Argon of 4.203?;1.0;1.0;1.0;0.0;0.0;0.0
2-18225689-3;What krypton has an argon of 20.85?;1.0;1.0;1.0;0.0;0.0;0.0
2-18225689-3;What argon has a neon of 10.5?;1.0;1.0;1.0;0.0;0.0;0.0
2-18225689-3;What neon has a krypton of 213?;0.0;-1.0;0.0;0.0;1.0;0.0
2-18225689-3;Wha argon has helium of 1.0000684?;1.0;1.0;1.0;0.0;0.0;0.0
2-1826353-1;What was the date of the victory when the Axis Unit was 5./jg 3?;1.0;1.0;1.0;0.0;0.0;0.0
2-1826353-1;"What was the Soviet Unit when the Enemy Aircraft was bf.109g-2 ""yellow 2""?";1.0;1.0;1.0;0.0;0.0;0.0
2-1826353-1;What was the date of the victory when the Soviet Unit was 73 giap, and the Enemy Aircraft was bf.109g-? w.nr.?;0.0;-1.0;0.0;0.0;1.0;1.0
2-1826353-1;What was the aircraft flown when the axis unit was luftwaffe (**) and the enemy aircraft was ju.88?;0.0;-1.0;0.0;0.0;1.0;1.0
2-1826353-1;What was the enemy aircraft on 14.09.1942, when the Soviet Unit was 437 iap?;0.0;-1.0;0.0;0.0;1.0;1.0
2-1826353-1;"What is the axis unit of the aircraft yak-1b ""white 23"", flown on 19.07.1943?";0.0;-1.0;0.0;0.0;1.0;1.0
2-18125350-1;What Reserved for (SC / ST /None) with a Name of goverdhan?;1.0;1.0;1.0;0.0;0.0;0.0
2-18125350-1;What Number of electorates (2009) has a District of mathura, and a Name of mant?;0.0;-1.0;0.0;1.0;1.0;0.0
2-18125350-1;What District has a Number of electorates (2009) larger than 234,537, and a Name of baldev?;1.0;1.0;1.0;0.0;0.0;0.0
2-18125350-1;What is the largest Number of electorates (2009) with a Constituency number of total:?;1.0;1.0;1.0;0.0;0.0;0.0
2-17857470-4;Which inhabitants have 2009 as the election, with cremona as the municipality?;1.0;1.0;1.0;0.0;0.0;0.0
2-17857470-4;Which inhabitants have lega lombarda as the party, with an election greater than 2010?;1.0;1.0;1.0;0.0;0.0;0.0
2-17857470-4;What is the lowest election that has cinisello balsamo as the municipality?;1.0;1.0;1.0;0.0;0.0;0.0
2-17857470-4;What is the average election that has monza as the municipality?;1.0;1.0;1.0;0.0;0.0;0.0
2-17902603-2;Whate place has 18 points with lost less than 8?;0.0;-1.0;0.0;1.0;1.0;1.0
2-17902603-2;What is the average of lost for place less than 10, less than 23 points, and goals conceded less than 26 for the Chorrillo team?;1.0;1.0;1.0;0.0;0.0;0.0
2-17902603-2;When goals conceded is greater than 17 with 37 points, what is the greatest played?;1.0;1.0;1.0;0.0;0.0;0.0
2-17902603-2;What is the total points for a place less than 2 with a played greater than 18?;1.0;1.0;1.0;0.0;0.0;0.0
2-17902603-2;When goals scored is more than 18, draw is less than 4, and goals conceded is more than 24, what is the sum of played?;0.0;-1.0;0.0;1.0;1.0;1.0
2-18164300-3;What is the total rank for New Zealand, when less than 1 bronze medals were won?;1.0;1.0;1.0;0.0;0.0;0.0
2-18164300-3;What is the sum of sliver medals when there were 2 gold medals, less than 15 total medals, and the rank is greater than 5?;1.0;1.0;1.0;0.0;0.0;0.0
2-18164300-3;What is the total rank for the Netherlands when more than 2 silver medals were won?;0.0;-1.0;0.0;1.0;1.0;1.0
2-18164300-3;What is the total medal count when there are more than 1 gold and more than 2 silver medals won and the rank is less than 1?;0.0;-1.0;0.0;1.0;1.0;1.0
2-18164300-3;What is the average medal total when the rank is less than 5 and less than 7 bronze medals were won?;1.0;1.0;1.0;0.0;0.0;0.0
2-17781161-1;Who did Tony Oakey win against when he had type of w pts 12?;1.0;1.0;1.0;0.0;0.0;0.0
2-17781161-1;What was Tony Oakey's Rd., Time when he fought against hastings rasani?;1.0;1.0;1.0;0.0;0.0;0.0
2-18228282-5;What is the Position of the Player with a Height of 2.11?;0.0;-1.0;0.0;0.0;1.0;1.0
2-18228282-5;What is the Current Club of the PG/SG player with a Height of less than 1.9500000000000002?;0.0;-1.0;0.0;0.0;1.0;1.0
2-18228282-5;What is the Position of the Player from the Toronto Raptors?;1.0;1.0;1.0;0.0;0.0;0.0
2-1827690-10;What Elected has Assembled of 23 january 1559?;1.0;1.0;1.0;0.0;0.0;0.0
2-1827690-10;What Elected has a 1st member of thomas fanshawe?;0.0;-1.0;0.0;0.0;1.0;0.0
2-1827690-10;What 1st member has a 2nd member of thomas snagge, and Elected of 1588/89?;1.0;1.0;1.0;0.0;0.0;0.0
2-1827690-10;What Dissolved has a 2nd member of humphrey winch, and Assembled of 27 october 1601?;0.0;-1.0;0.0;0.0;1.0;1.0
2-1827690-10;What Assembled has Elected of 1562/63?;1.0;1.0;1.0;0.0;0.0;0.0
2-1827690-10;What Assembled has a 1st member of william boteler?;1.0;1.0;1.0;0.0;0.0;0.0
2-18351792-8;Which shooter was the olympic bronze medalist?;0.0;-1.0;0.0;0.0;1.0;1.0
2-18351792-8;What event did the shooter, who had 29 total points, compete in?;1.0;1.0;1.0;0.0;0.0;0.0
2-18351792-8;Who got 13 score points at wc kerrville?;0.0;-1.0;0.0;0.0;1.0;1.0
2-18351792-8;What event did the shooter, who had 10 score points, compete in?;1.0;1.0;1.0;0.0;0.0;0.0
2-18084-4;Which Wind* has a Nationality of united states, and an Athlete of jackie joyner-kersee?;1.0;1.0;1.0;0.0;0.0;0.0
2-18084-4;Which Mark has an Athlete of tatyana lebedeva?;1.0;1.0;1.0;0.0;0.0;0.0
2-18084-4;Which Mark has an Athlete of heike drechsler?;1.0;1.0;1.0;0.0;0.0;0.0
2-18084-4;Which Date has a Venue of bucharest?;1.0;1.0;1.0;0.0;0.0;0.0
2-18084-4;Which Nationality has a Wind* of n/a?;1.0;1.0;1.0;0.0;0.0;0.0
2-18084-4;Which Wind* has a Nationality of soviet union, and a Venue of alma ata?;1.0;1.0;1.0;0.0;0.0;0.0
2-17871255-4;"What is 1:30 pm, when 3:30 pm is ""General Hospital""?";0.0;-1.0;0.0;0.0;1.0;1.0
2-17871255-4;"What is 1:30 pm, when 8:00 am is ""The Today Show with Katie Couric & Matt Lauer""?";0.0;-1.0;0.0;0.0;1.0;1.0
2-17871255-4;"What is 4:00 pm, when 12:30 pm is ""Sunset Beach""?";0.0;-1.0;0.0;0.0;1.0;1.0
2-17871255-4;"What is 3:30 pm, when 6:30 pm is ""ABC's World News Tonight with Peter Jennings""?";0.0;-1.0;0.0;0.0;1.0;1.0
2-17716055-1;Which Goals For has a Team of congleton town, and a Lost larger than 11?;1.0;1.0;1.0;0.0;0.0;0.0
2-17716055-1;Which Goal Difference has Drawn larger than 10, and a Team of lancaster city?;1.0;1.0;1.0;0.0;0.0;0.0
2-18020762-2;What date was the 200m breaststroke event?;1.0;1.0;1.0;0.0;0.0;0.0
2-18020762-2;What time was the 50m freestyle event?;1.0;1.0;1.0;0.0;0.0;0.0
2-18020762-2;What meet had a 400m individual medley meet?;0.0;-1.0;0.0;0.0;1.0;1.0
2-17974840-1;How much Total has a Player of todd hamilton, and a To par smaller than 15?;0.0;-1.0;0.0;1.0;1.0;1.0
2-17974840-1;Which Year(s) won has a Total larger than 295?;1.0;1.0;1.0;0.0;0.0;0.0
2-17974840-1;Which Country has a Finish of t32, and a Year(s) won of 1996?;1.0;1.0;1.0;0.0;0.0;0.0
2-17974840-1;How many totals does pádraig harrington have?;1.0;1.0;1.0;0.0;0.0;0.0
2-18150723-5;What is the highest to par with a place of t8 and West Germany as the country?;1.0;1.0;1.0;0.0;0.0;0.0
2-18150723-5;Who was the player for England when the to par is 7?;1.0;1.0;1.0;0.0;0.0;0.0
2-18150723-5;Who was the player for Japan when the to par was smaller than 7?;1.0;1.0;1.0;0.0;0.0;0.0
2-18150723-5;What is the average to par for a score of 78-67-73=218?;1.0;1.0;1.0;0.0;0.0;0.0
2-18150723-5;What did Sam Torrance score?;1.0;1.0;1.0;0.0;0.0;0.0
2-18153365-1;Which Year(s) won has a Total of 289?;1.0;1.0;1.0;0.0;0.0;0.0
2-18153365-1;Which country has a Year(s) won in 1964?;1.0;1.0;1.0;0.0;0.0;0.0
2-18153365-1;Which year al geiberger is in?;1.0;1.0;1.0;0.0;0.0;0.0
2-18153365-1;Which To par has a Year(s) won of 1964?;1.0;1.0;1.0;0.0;0.0;0.0
2-18153365-1;Which Total has a Finish of t59?;1.0;1.0;1.0;0.0;0.0;0.0
2-18153365-1;which To par has a Country of united states, and a Player of dave stockton?;1.0;1.0;1.0;0.0;0.0;0.0
2-18007126-1;Which player has $450 and a score of 76-74-74-72=296?;1.0;1.0;1.0;0.0;0.0;0.0
2-1827690-11;Who is the 2nd member of the parliament with alexander st john as the 1st member?;0.0;-1.0;0.0;0.0;1.0;0.0
2-1827690-11;Who is the 1st member of the parliament assembled on 5 April 1614?;1.0;1.0;1.0;0.0;0.0;0.0
2-1827690-11;What is the assembled date of the parliament dissolved on 9 February 1611 and elected in 1606?;0.0;-1.0;0.0;0.0;1.0;1.0
2-1827690-11;What is the dissolved date of the parliament assembled on 16 January 1621 with richard taylor as the 2nd member?;0.0;-1.0;0.0;0.0;1.0;1.0
2-1827690-11;Who is the 1st member elected in 1620/21?;1.0;1.0;1.0;0.0;0.0;0.0
2-1827690-11;What is the assembled date of the parliament elected in 1620/21?;1.0;1.0;1.0;0.0;0.0;0.0
2-18178924-7;What's the statue for an against above 22?;1.0;1.0;1.0;0.0;0.0;0.0
2-18178924-7;What's the status for an against below 22 with an opposing team of Australia?;1.0;1.0;1.0;0.0;0.0;0.0
2-18178924-7;What's the against on 17/01/1976?;1.0;1.0;1.0;0.0;0.0;0.0
2-18007058-1;Which ranking has money of $82 and Al Watrous as the player?;0.0;-1.0;0.0;0.0;1.0;1.0
2-18007058-1;What is the score for Jock Hutchison?;1.0;1.0;1.0;0.0;0.0;0.0
2-18007058-1;What is the lowest par for Bobby Cruickshank?;1.0;1.0;1.0;0.0;0.0;0.0
2-17991356-4;What is the Country of the Player with a To par of –1?;1.0;1.0;1.0;0.0;0.0;0.0
2-18347334-1;Which is the highest Rd 1 has a Province of utrecht and a Rd 4 larger than 0?;1.0;1.0;1.0;0.0;0.0;0.0
2-18347334-1;What Rd 3 has a Rd 2 1 of 0+1?;1.0;1.0;1.0;0.0;0.0;0.0
2-17747471-2;Which Position has Goals against larger than 32, and points larger than 30?;1.0;1.0;1.0;0.0;0.0;0.0
2-17747471-2;How many Points have Goals against of 35, and less than 13 losses?;1.0;1.0;1.0;0.0;0.0;0.0
2-17747471-2;How many points have Goals for smaller than 33, and Draws larger than 9?;0.0;-1.0;0.0;1.0;1.0;1.0
2-17747471-2;Which Goal Difference has 13 Wins, and a Position of 3, and Played smaller than 30?;1.0;1.0;1.0;0.0;0.0;0.0
2-18178924-6;On which date was the opponent ireland and the status Five Nations?;1.0;1.0;1.0;0.0;0.0;0.0
2-18178924-6;Which venue had a status of five nations, an against larger than 12 and took place on 15/02/1975?;0.0;-1.0;0.0;0.0;1.0;1.0
2-18178924-6;WHat status had an against larger than 6 and a date of 01/02/1975?;1.0;1.0;1.0;0.0;0.0;0.0
2-18207174-2;What is the highest week for the San Diego Chargers with an attendance that is less than 53,455?;1.0;1.0;1.0;0.0;0.0;0.0
2-18207174-2;What is the highest attendance for December 3, 1972 after week 12?;1.0;1.0;1.0;0.0;0.0;0.0
2-1762917-13;"What is Score, when Competition is ""ECQG5"", and when Venue is ""Hampden Park , Glasgow (H)""?";1.0;1.0;1.0;0.0;0.0;0.0
2-1762917-13;"What is Score, when Competition is ""Friendly"", and when Date is ""30 April""?";1.0;1.0;1.0;0.0;0.0;0.0
2-1762917-13;"What is Venue, when Date is ""7 September""?";1.0;1.0;1.0;0.0;0.0;0.0
2-18136583-7;What was the nationality for the player with 33 goals?;1.0;1.0;1.0;0.0;0.0;0.0
2-18136583-7;What was the nationality of the player ranking 3?;1.0;1.0;1.0;0.0;0.0;0.0
2-17887548-4;What airs at 7:00 am when The Big Cartoonie Show airs at 3pm?;0.0;-1.0;0.0;0.0;1.0;1.0
2-17887548-4;What is the 3pm program when Local Programs are on at 7:30am?;0.0;-1.0;0.0;0.0;1.0;1.0
2-17887548-4;What is the 11am program when Local Programs are on at 12:30am?;1.0;1.0;1.0;0.0;0.0;0.0
2-17887548-4;What is on at 2pm when 4:30 pm is airing Digimon: Digital Monsters?;0.0;-1.0;0.0;0.0;1.0;1.0
2-17887548-4;What is on at 5pm when 4:30 pm is airing Digimon: Digital Monsters?;0.0;-1.0;0.0;0.0;1.0;1.0
2-17887548-4;What is on at 5pm when Local Programs are on at 7:30am and 8:00am?;0.0;-1.0;0.0;0.0;1.0;1.0
2-18187087-1;What is the total population of the district of Klang, with an area larger than 636?;0.0;-1.0;0.0;1.0;1.0;1.0
2-18187087-1;What is the rank with an area larger than 3,433 for the district of Lahad Datu?;1.0;1.0;1.0;0.0;0.0;0.0
2-17654695-1;Which Fate has a Tonnage of 7,217?;1.0;1.0;1.0;0.0;0.0;0.0
2-17654695-1;Which Fate has a Nationality of united kingdom, and a Tonnage of 1,809?;1.0;1.0;1.0;0.0;0.0;0.0
2-17654695-1;Name Nationality is on 6 july 1942?;1.0;1.0;1.0;0.0;0.0;0.0
